Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ROAS,,,Stage,Values
A1565,Data Analytics Course,125,4794,"$14,492.50",28,7,5.10%,"$1,453.00",2024-11-22,Hyderabad,Desktop,Data Analytics Online,0.1002587545,,,,
A1566,Data Analytics Course,158,5214,$222.28,21,3,1.90%,"$1,630.00",2024-11-03,Hyderabad,Desktop,Data Analytics Course,7.333093396,,,,
A1567,Data Analytics Course,133,5762,$196.02,10,5,3.80%,"$1,533.00",2024-11-03,Hyderabad,Tablet,Data Analytics Course,#VALUE!,,,,
A1568,Data Analytics Course,128,5026,$239.88,15,9,7.00%,"$1,745.00",2024-11-25,Hyderabad,Mobile,Analytics For Data,7.274470569,,,,
A1569,Data Analytics Course,148,3883,$181.40,30,4,2.70%,"$1,966.00",2024-11-16,Hyderabad,Desktop,Analytics For Data,10.83792723,,,,
A1570,Data Analytics Course,92,4605,$234.69,29,3,3.26%,"$1,264.00",2024-11-30,Hyderabad,Mobile,Data Analytics Training,5.385828114,,,,
A1571,Data Analytics Course,147,5453,$205.83,25,8,5.44%,"$1,728.00",2024-11-02,Hyderabad,Desktop,Data Analytics Course,8.395277656,,,,
A1572,Data Analytics Course,136,5454,$247.70,13,6,4.40%,"$1,687.00",2024-11-06,Hyderabad,Mobile,Data Analytics Online,6.810658054,,,,
A1573,Data Analytics Course,132,4957,$220.43,28,6,4.50%,"$1,218.00",2024-11-03,Hyderabad,Mobile,Online Data Analytic,5.525563671,,,,
A1574,Data Analytics Course,173,5453,$241.61,28,3,1.70%,"$1,191.00",2024-11-13,Hyderabad,Tablet,Learn Data Analytics,4.929431729,,,,
A1575,Data Analytics Course,85,4747,$224.35,26,5,5.90%,"$1,087.00",2024-11-01,Hyderabad,Tablet,Data Analytics Course,4.84510809,,,,
A1576,Data Analytics Course,129,5874,$200.17,12,5,3.90%,"$1,405.00",2024-11-29,Hyderabad,Tablet,Online Data Analytic,7.019033821,,,,
A1577,Data Analytics Course,181,4730,$243.35,16,4,2.21%,"$1,975.00",2024-11-20,Hyderabad,Mobile,Online Data Analytic,8.115882474,,,,
A1578,Data Analytics Course,85,5341,$249.64,21,6,3.20%,"$1,388.00",2024-11-10,Hyderabad,Mobile,Online Data Analytic,5.560006409,,,,
A1579,Data Analytics Course,92,4327,$188.60,14,7,7.61%,"$1,140.00",2024-11-22,Hyderabad,Tablet,Data Analytics Training,6.044538706,,,,
A1580,Data Analytics Course,192,5453,$180.82,27,4,2.10%,"$1,847.00",2024-11-09,Hyderabad,Mobile,Data Analytics Training,10.21457803,,,,
A1581,Data Analytics Course,146,4484,$194.67,27,9,5.20%,"$1,234.00",2024-11-02,Hyderabad,Tablet,Data Analytics Training,6.338932553,,,,
A1582,Data Analytics Course,178,4311,$205.46,18,4,2.20%,"$1,671.00",2024-11-18,Hyderabad,Tablet,Analytics For Data,8.132969921,,,,
A1583,Data Analytics Course,197,3009,$233.44,22,9,4.60%,"$1,374.00",2024-11-18,Hyderabad,Tablet,Analytics For Data,5.88588074,,,,
A1584,Data Analytics Course,176,3110,$205.23,23,5,2.80%,"$1,746.00",2024-11-19,Hyderabad,Desktop,Online Data Analytic,8.507528139,,,,
A1585,Data Analytics Course,98,3365,$224.28,27,9,9.18%,"$1,108.00",2024-11-27,Hyderabad,Desktop,Data Analytics Training,4.940253255,,,,
A1586,Data Analytics Course,105,3274,$187.89,24,4,3.80%,"$1,360.00",2024-11-09,Hyderabad,Desktop,Learn Data Analytics,7.238277716,,,,
A1587,Data Analytics Course,113,3231,$210.13,19,10,4.10%,"$1,234.00",2024-11-15,Hyderabad,Desktop,Online Data Analytic,5.872555085,,,,
A1588,Data Analytics Course,0,3440,$246.53,13,10,0.00%,"$1,217.00",2024-11-27,Hyderabad,Tablet,Online Data Analytic,4.936518882,,,,
A1589,Data Analytics Course,88,5196,$197.32,26,5,5.70%,"$1,438.00",2024-11-03,Hyderabad,Desktop,Online Data Analytic,7.287654571,,,,
A1590,Data Analytics Course,106,5321,$239.76,11,7,6.60%,"$1,910.00",2024-11-24,Hyderabad,Desktop,Data Analytics Training,7.966299633,,,,
A1591,Data Analytics Course,148,5841,$243.09,15,7,4.70%,"$1,535.00",2024-11-29,Hyderabad,Mobile,Data Analytics Online,6.314533712,,,,
A1592,Data Analytics Course,174,5453,$227.96,25,5,2.90%,"$1,566.00",2024-11-15,Hyderabad,Tablet,Online Data Analytic,6.86962625,,,,
A1593,Data Analytics Course,196,5776,$227.24,30,4,2.00%,"$1,533.00",2024-11-04,Hyderabad,Mobile,Data Analytics Training,#VALUE!,,,,
A1594,Data Analytics Course,128,4729,$243.45,25,9,3.10%,"$1,782.00",2024-11-23,Hyderabad,Desktop,Learn Data Analytics,7.319778189,,,,
A1595,Data Analytics Course,163,5371,$215.89,29,7,4.30%,"$1,906.00",2024-11-05,Hyderabad,Tablet,Data Analytics Course,8.828570105,,,,
A1596,Data Analytics Course,183,5268,$203.65,17,5,2.70%,"$1,731.00",2024-11-12,Hyderabad,Mobile,Learn Data Analytics,8.49987724,,,,
A1597,Data Analytics Course,196,5386,$224.31,23,4,2.00%,"$1,423.00",2024-11-30,Hyderabad,Tablet,Learn Data Analytics,6.343899068,,,,
A1598,Data Analytics Course,121,4432,$218.71,25,10,8.26%,"$1,568.00",2024-11-13,Hyderabad,Desktop,Analytics For Data,7.16931096,,,,
A1599,Data Analytics Course,174,3031,$242.32,25,6,3.40%,"$1,381.00",2024-11-08,Hyderabad,Mobile,Online Data Analytic,5.699075603,,,,
A1600,Data Analytics Course,142,5999,$214.05,27,7.1,5.00%,"$1,064.00",2024-11-21,Hyderabad,Desktop,Analytics For Data,4.970801215,,,,
A1601,Data Analytics Course,118,3274,$222.62,10,3,2.50%,"$1,716.00",2024-11-09,Hyderabad,Tablet,Analytics For Data,7.708202318,,,,
A1602,Data Analytics Course,118,5889,$193.01,17,10,8.50%,"$1,789.00",2024-11-10,Hyderabad,Desktop,Online Data Analytic,9.268949795,,,,
A1603,Data Analytics Course,149,5601,$222.01,15,6,4.00%,"$1,514.00",2024-11-25,Hyderabad,Desktop,Analytics For Data,6.819512635,,,,
A1604,Data Analytics Course,127,4295,$212.60,26,10,7.90%,"$1,713.00",2024-11-19,Hyderabad,Tablet,Data Analytics Course,8.05738476,,,,
A1605,Data Analytics Course,195,5135,$226.37,17,3,1.54%,"$1,533.00",2024-11-24,Hyderabad,Desktop,Data Analytics Training,#VALUE!,,,,
A1606,Data Analytics Course,173,5233,$229.38,28,7,4.05%,"$1,322.00",2024-11-16,Hyderabad,Mobile,Learn Data Analytics,5.763362107,,,,
A1607,Data Analytics Course,131,5727,$218.65,28,4,3.10%,"$1,631.00",2024-11-07,Hyderabad,Mobile,Data Analytics Training,7.459410016,,,,
A1608,Data Analytics Course,105,4691,$213.15,21,3,3.50%,"$1,276.00",2024-11-22,Hyderabad,Desktop,Analytics For Data,5.986394558,,,,
A1609,Data Analytics Course,104,3409,$207.63,19,4,3.85%,"$1,195.00",2024-11-16,Hyderabad,Mobile,Analytics For Data,5.755430333,,,,
A1610,Data Analytics Course,139,4333,$230.05,19,6,4.30%,"$1,407.00",2024-11-21,Hyderabad,Desktop,Analytics For Data,6.116061726,,,,
A1611,Data Analytics Course,110,4430,$197.84,23,5,4.50%,"$1,533.00",2024-11-15,Hyderabad,Mobile,Learn Data Analytics,#VALUE!,,,,
A1612,Data Analytics Course,193,4860,$181.27,14,5,2.60%,"$1,533.00",2024-11-16,Hyderabad,Desktop,Online Data Analytic,#VALUE!,,,,
A1613,Data Analytics Course,109,4396,$188.60,11,10,9.20%,"$1,451.00",2024-11-18,Hyderabad,Mobile,Data Analytics Training,7.693531283,,,,
A1614,Data Analytics Course,141,5000,$223.70,29,10,7.10%,"$1,909.00",2024-11-12,Hyderabad,Tablet,Data Analytics Online,8.533750559,,,,
A1615,Data Analytics Course,182,3487,$211.71,23,7,3.80%,"$1,027.00",2024-11-24,Hyderabad,Mobile,Data Analytics Online,4.850975391,,,,
A1616,Data Analytics Course,179,4236,$245.01,23,7,3.90%,"$1,822.00",2024-11-07,Hyderabad,Mobile,Learn Data Analytics,7.436431166,,,,
A1617,Data Analytics Course,89,5349,"$10,318.66",0,8,9.00%,"$1,371.00",2024-11-28,Hyderabad,Tablet,Data Analytics Online,0.1328660892,,,,
A1618,Data Analytics Course,181,5678,$226.89,22,10,5.52%,"$1,992.00",2024-11-02,Hyderabad,Tablet,Data Analytics Training,8.779584821,,,,
A1619,Data Analytics Course,85,5247,$219.97,15,7,8.20%,"$1,612.00",2024-11-20,Hyderabad,Desktop,Analytics For Data,7.328272037,,,,
A1620,Data Analytics Course,179,3685,$202.66,15,8.95,3.90%,"$1,634.00",2024-11-18,Hyderabad,Desktop,Data Analytics Course,8.062765223,,,,
A1621,Data Analytics Course,172,5862,$202.00,23,4,2.30%,"$1,469.00",2024-11-28,Hyderabad,Desktop,Online Data Analytic,7.272277228,,,,
A1622,Data Analytics Course,196,5040,$197.08,11,9,4.60%,"$1,774.00",2024-11-22,Hyderabad,Desktop,Data Analytics Course,9.001420743,,,,
A1623,Data Analytics Course,0,3423,$223.95,30,4,5.50%,"$1,480.00",2024-11-03,Hyderabad,Desktop,Analytics For Data,6.608617995,,,,
A1624,Data Analytics Course,135,5981,$228.66,26,6,4.44%,"$1,515.00",2024-11-12,Hyderabad,Desktop,Data Analytics Training,6.625557596,,,,
A1625,Data Analytics Course,97,3495,$230.83,16,6,6.20%,"$1,675.00",2024-11-23,Hyderabad,Tablet,Analytics For Data,7.256422475,,,,
A1626,Data Analytics Course,137,3702,$215.41,25,9,6.60%,"$1,010.00",2024-11-10,Hyderabad,Desktop,Learn Data Analytics,4.688733114,,,,
A1627,Data Analytics Course,164,3405,$217.58,10,3,1.80%,"$1,885.00",2024-11-30,Hyderabad,Desktop,Data Analytics Online,8.663480099,,,,
A1628,Data Analytics Course,178,3370,$180.66,25,9,5.10%,"$1,830.00",2024-11-24,Hyderabad,Desktop,Online Data Analytic,10.12952507,,,,
A1629,Data Analytics Course,146,4455,$227.13,16,5,3.42%,"$1,040.00",2024-11-24,Hyderabad,Tablet,Online Data Analytic,4.578875534,,,,
A1630,Data Analytics Course,149,4670,$218.31,10,10,6.70%,"$1,623.00",2024-11-02,Hyderabad,Mobile,Analytics For Data,7.4343823,,,,
A1631,Data Analytics Course,193,4287,$204.62,15,3,1.55%,"$1,800.00",2024-11-09,Hyderabad,Tablet,Data Analytics Training,8.796794057,,,,
A1632,Data Analytics Course,0,3546,$183.41,27,7,0.00%,"$1,701.00",2024-11-28,Hyderabad,Mobile,Data Analytics Training,9.274303473,,,,
A1633,Data Analytics Course,106,4740,$229.13,19,3,2.80%,"$1,149.00",2024-11-11,Hyderabad,Desktop,Online Data Analytic,5.014620521,,,,
A1634,Data Analytics Course,131,5642,$184.57,20,9,6.87%,"$1,827.00",2024-11-16,Hyderabad,Mobile,Data Analytics Course,9.898683426,,,,
A1635,Data Analytics Course,111,4161,$185.58,10,7,6.31%,"$1,434.00",2024-11-04,Hyderabad,Desktop,Data Analytics Training,7.727125768,,,,
A1636,Data Analytics Course,144,4241,$181.40,24,5,3.50%,"$1,693.00",2024-11-19,Hyderabad,Mobile,Online Data Analytic,9.332965821,,,,
A1637,Data Analytics Course,151,5875,$192.46,28,7.55,5.00%,"$1,459.00",2024-11-18,Hyderabad,Mobile,Data Analytics Online,7.58079601,,,,
A1638,Data Analytics Course,146,5457,"$16,927.24",15,5,3.40%,"$1,029.00",2024-11-02,Hyderabad,Desktop,Data Analytics Course,0.06078959122,,,,
A1639,Data Analytics Course,133,4780,$198.66,22,4,3.00%,"$1,905.00",2024-11-09,Hyderabad,Tablet,Online Data Analytic,9.589247961,,,,
A1640,Data Analytics Course,0,5922,$239.10,12,3,4.80%,"$1,733.00",2024-11-06,Hyderabad,Desktop,Data Analytics Course,7.248013384,,,,
A1641,Data Analytics Course,82,3454,$228.02,30,7,4.90%,"$1,463.00",2024-11-09,Hyderabad,Desktop,Learn Data Analytics,6.416103851,,,,
A1642,Data Analytics Course,135,3449,$200.06,17,5,3.70%,"$1,950.00",2024-11-07,Hyderabad,Mobile,Data Analytics Course,9.747075877,,,,
A1643,Data Analytics Course,199,4287,$235.58,12,10,5.00%,"$1,276.00",2024-11-10,Hyderabad,Tablet,Data Analytics Course,5.416419051,,,,
A1644,Data Analytics Course,123,5000,$187.67,25,3,2.40%,"$1,351.00",2024-11-07,Hyderabad,Tablet,Data Analytics Online,7.198806416,,,,
A1645,Data Analytics Course,154,3437,$211.63,28,4,2.60%,"$1,604.00",2024-11-14,Hyderabad,Tablet,Data Analytics Training,7.5792657,,,,
A1646,Data Analytics Course,88,3475,$191.96,12,7,8.00%,"$1,204.00",2024-11-25,Hyderabad,Desktop,Online Data Analytic,6.272140029,,,,
A1647,Data Analytics Course,165,4889,$180.19,21,4,2.40%,"$1,458.00",2024-11-19,Hyderabad,Mobile,Analytics For Data,8.091459015,,,,
A1648,Data Analytics Course,87,3639,$220.76,22,3,3.60%,"$1,231.00",2024-11-14,Hyderabad,Mobile,Analytics For Data,5.576191339,,,,
A1649,Data Analytics Course,147,3959,$181.18,27,9,6.10%,"$1,627.00",2024-11-26,Hyderabad,Mobile,Analytics For Data,8.98001987,,,,
A1650,Data Analytics Course,137,5400,$180.04,10,10,7.30%,"$1,375.00",2024-11-29,Hyderabad,Tablet,Analytics For Data,7.637191735,,,,
A1651,Data Analytics Course,188,5528,$245.03,13,10,5.30%,"$1,202.00",2024-11-29,Hyderabad,Desktop,Analytics For Data,4.905521773,,,,
A1652,Data Analytics Course,162,5456,$193.69,10,6,3.70%,"$1,992.00",2024-11-29,Hyderabad,Tablet,Online Data Analytic,10.28447519,,,,
A1653,Data Analytics Course,102,4308,$221.54,13,7,6.00%,"$1,096.00",2024-11-08,Hyderabad,Mobile,Data Analytics Online,4.947187867,,,,
A1654,Data Analytics Course,120,3245,$196.09,15,9,7.50%,"$1,056.00",2024-11-22,Hyderabad,Desktop,Data Analytics Training,5.385282268,,,,
A1655,Data Analytics Course,125,3339,$205.32,18,4,5.40%,"$1,985.00",2024-11-28,Hyderabad,Desktop,Data Analytics Course,9.667835574,,,,
A1656,Data Analytics Course,155,5977,$187.28,16,7,4.52%,"$1,607.00",2024-11-10,Hyderabad,Desktop,Online Data Analytic,8.580734729,,,,
A1657,Data Analytics Course,137,4231,$226.49,25,5,3.60%,"$1,078.00",2024-11-12,Hyderabad,Tablet,Analytics For Data,4.759592035,,,,
A1658,Data Analytics Course,91,4506,$195.99,12,3,4.50%,"$1,179.00",2024-11-22,Hyderabad,Tablet,Learn Data Analytics,6.015613041,,,,
A1659,Data Analytics Course,87,4869,$220.97,29,5,5.70%,"$1,480.00",2024-11-05,Hyderabad,Desktop,Data Analytics Training,6.697741775,,,,
A1660,Data Analytics Course,124,5716,$217.84,28,8,6.45%,"$1,791.00",2024-11-24,Hyderabad,Mobile,Data Analytics Training,8.221630555,,,,
A1661,Data Analytics Course,128,3243,$208.41,14,6,3.70%,"$1,514.00",2024-11-02,Hyderabad,Mobile,Online Data Analytic,7.264526654,,,,
A1662,Data Analytics Course,111,3911,$239.24,28,9,8.11%,"$1,097.00",2024-11-01,Hyderabad,Tablet,Online Data Analytic,4.58535362,,,,
A1663,Data Analytics Course,89,3982,$209.87,27,7,7.90%,"$1,920.00",2024-11-04,Hyderabad,Desktop,Data Analytics Course,9.148520513,,,,
A1664,Data Analytics Course,107,5299,$207.36,19,8,7.48%,"$1,567.00",2024-11-26,Hyderabad,Tablet,Data Analytics Training,7.556905864,,,,
A1665,Data Analytics Course,181,4150,$236.69,15,5,2.76%,"$1,251.00",2024-11-10,Hyderabad,Mobile,Data Analytics Online,5.285394398,,,,
A1666,Data Analytics Course,110,5925,$188.18,29,9,8.20%,"$1,682.00",2024-11-23,Hyderabad,Desktop,Data Analytics Training,8.938250611,,,,
A1667,Data Analytics Course,85,4010,$195.26,17,4,4.20%,"$1,853.00",2024-11-06,Hyderabad,Mobile,Data Analytics Online,9.489910888,,,,
A1668,Data Analytics Course,125,5767,"$14,492.50",12,8,3.50%,"$1,020.00",2024-11-19,Hyderabad,Tablet,Data Analytics Online,0.07038123167,,,,
A1669,Data Analytics Course,163,5453,"$18,898.22",11,3,1.80%,"$1,819.00",2024-11-20,Hyderabad,Tablet,Data Analytics Training,0.09625245129,,,,
A1670,Data Analytics Course,129,3787,$229.81,10,6,4.70%,"$1,221.00",2024-11-13,Hyderabad,Desktop,Online Data Analytic,5.313084722,,,,
A1671,Data Analytics Course,112,4834,$212.27,11,7,6.20%,"$1,524.00",2024-11-27,Hyderabad,Mobile,Data Analytics Online,7.179535497,,,,
A1672,Data Analytics Course,104,3031,$188.47,13,6,4.30%,"$1,998.00",2024-11-05,Hyderabad,Desktop,Data Analytics Training,10.60115668,,,,
A1673,Data Analytics Course,132,3754,$180.88,21,10,7.60%,"$1,601.00",2024-11-24,Hyderabad,Mobile,Online Data Analytic,8.851172048,,,,
A1674,Data Analytics Course,113,3281,$241.85,16,6,5.30%,"$1,533.00",2024-11-08,Hyderabad,Tablet,Data Analytics Online,#VALUE!,,,,
A1675,Data Analytics Course,109,4910,$236.20,0,8,5.40%,"$1,145.00",2024-11-08,Hyderabad,Tablet,Data Analytics Training,4.847586791,,,,
A1676,Data Analytics Course,144,5026,$231.82,14,4,2.80%,"$1,645.00",2024-11-10,Hyderabad,Desktop,Data Analytics Course,7.096022776,,,,
A1677,Data Analytics Course,179,5091,$238.62,10,6,3.40%,"$1,259.00",2024-11-24,Hyderabad,Mobile,Learn Data Analytics,5.276171318,,,,
A1678,Data Analytics Course,0,5622,$190.87,14,8,0.00%,"$1,400.00",2024-11-17,Hyderabad,Mobile,Analytics For Data,7.334835228,,,,
A1679,Data Analytics Course,116,4538,$221.74,23,9,7.80%,"$1,639.00",2024-11-24,Hyderabad,Desktop,Data Analytics Training,7.391539641,,,,
A1680,Data Analytics Course,89,3509,$192.14,27,9,10.10%,"$1,564.00",2024-11-12,Hyderabad,Mobile,Online Data Analytic,8.139897991,,,,
A1681,Data Analytics Course,96,3346,$248.48,15,7,7.30%,"$1,118.00",2024-11-28,Hyderabad,Desktop,Data Analytics Online,4.499356085,,,,
A1682,Data Analytics Course,193,4706,$213.41,24,8,4.60%,"$1,058.00",2024-11-09,Hyderabad,Desktop,Data Analytics Course,4.957593365,,,,
A1683,Data Analytics Course,122,3896,$194.30,23,3,2.50%,"$1,355.00",2024-11-21,Hyderabad,Mobile,Data Analytics Course,6.97375193,,,,
A1684,Data Analytics Course,133,3332,$201.59,14,7,5.26%,"$1,943.00",2024-11-15,Hyderabad,Tablet,Data Analytics Course,9.638374919,,,,
A1685,Data Analytics Course,177,5738,$249.21,11,7,4.00%,"$1,435.00",2024-11-16,Hyderabad,Mobile,Data Analytics Training,5.758195899,,,,
A1686,Data Analytics Course,162,5346,$223.12,25,5,3.10%,"$1,052.00",2024-11-28,Hyderabad,Desktop,Data Analytics Course,4.714951596,,,,
A1687,Data Analytics Course,182,5857,$192.69,15,4,4.80%,"$1,384.00",2024-11-02,Hyderabad,Desktop,Data Analytics Course,7.182521148,,,,
A1688,Data Analytics Course,154,4836,$233.80,26,10,6.49%,"$1,838.00",2024-11-30,Hyderabad,Desktop,Data Analytics Course,7.861420017,,,,
A1689,Data Analytics Course,104,5291,$186.93,19,10,9.60%,"$1,805.00",2024-11-29,Hyderabad,Tablet,Data Analytics Course,9.65602097,,,,
A1690,Data Analytics Course,101,4840,$230.68,21,9,8.90%,"$1,556.00",2024-11-22,Hyderabad,Desktop,Data Analytics Training,6.74527484,,,,
A1691,Data Analytics Course,173,4246,$202.95,27,3,1.70%,"$1,276.00",2024-11-29,Hyderabad,Tablet,Learn Data Analytics,6.287262873,,,,
A1692,Data Analytics Course,186,5824,$224.48,29,6,3.23%,"$1,882.00",2024-11-28,Hyderabad,Mobile,Data Analytics Online,8.383820385,,,,
A1693,Data Analytics Course,148,5952,$186.32,14,4,4.40%,"$1,469.00",2024-11-10,Hyderabad,Mobile,Data Analytics Course,7.884285101,,,,
A1694,Data Analytics Course,181,3691,$229.14,25,10,5.52%,"$1,375.00",2024-11-06,Hyderabad,Mobile,Analytics For Data,6.000698263,,,,
A1695,Data Analytics Course,110,4350,$243.88,16,9,8.18%,"$1,157.00",2024-11-15,Hyderabad,Tablet,Online Data Analytic,4.744136461,,,,
A1696,Data Analytics Course,151,5656,$191.95,18,7,4.64%,"$1,813.00",2024-11-02,Hyderabad,Mobile,Data Analytics Online,9.445168013,,,,
A1697,Data Analytics Course,90,4566,$228.82,29,9,5.10%,"$1,697.00",2024-11-13,Hyderabad,Desktop,Data Analytics Training,7.416309763,,,,
A1698,Data Analytics Course,111,4245,$245.76,22,8,7.20%,"$1,533.00",2024-11-07,Hyderabad,Desktop,Online Data Analytic,#VALUE!,,,,
A1699,Data Analytics Course,170,5053,$217.41,16,9,3.10%,"$1,497.00",2024-11-17,Hyderabad,Mobile,Data Analytics Training,6.885607838,,,,
A1700,Data Analytics Course,112,5093,$228.80,23,7,6.20%,"$1,188.00",2024-11-17,Hyderabad,Desktop,Analytics For Data,5.192307692,,,,
A1701,Data Analytics Course,188,5336,$188.73,17,3,1.60%,"$1,601.00",2024-11-03,Hyderabad,Tablet,Online Data Analytic,8.483018068,,,,
A1702,Data Analytics Course,85,4963,$186.21,14,6,7.06%,"$1,747.00",2024-11-05,Hyderabad,Mobile,Data Analytics Course,9.381880672,,,,
A1703,Data Analytics Course,94,4544,$235.77,23,8,8.51%,"$1,342.00",2024-11-05,Hyderabad,Tablet,Online Data Analytic,5.691987954,,,,
A1704,Data Analytics Course,177,4901,$217.54,20,10,5.60%,"$1,975.00",2024-11-13,Hyderabad,Tablet,Data Analytics Online,9.078790108,,,,
A1705,Data Analytics Course,150,5275,$192.70,14,4,2.70%,"$1,170.00",2024-11-27,Hyderabad,Tablet,Data Analytics Online,6.071613908,,,,
A1706,Data Analytics Course,88,5225,$202.97,22,6,6.80%,"$1,128.00",2024-11-13,Hyderabad,Tablet,Online Data Analytic,5.557471548,,,,
A1707,Data Analytics Course,128,4857,$212.61,14,5,3.90%,"$1,538.00",2024-11-25,Hyderabad,Desktop,Data Analytics Online,7.23390245,,,,
A1708,Data Analytics Course,163,5310,$242.76,26,9,5.50%,"$1,793.00",2024-11-12,Hyderabad,Mobile,Learn Data Analytics,7.385895535,,,,
A1709,Data Analytics Course,147,5014,$193.08,12,8,5.40%,"$1,017.00",2024-11-11,Hyderabad,Tablet,Online Data Analytic,5.267246737,,,,
A1710,Data Analytics Course,191,5855,$196.54,29,3,1.60%,"$1,085.00",2024-11-21,Hyderabad,Desktop,Data Analytics Course,5.520504732,,,,
A1711,Data Analytics Course,0,5916,$234.46,17,6,4.40%,"$1,982.00",2024-11-02,Hyderabad,Desktop,Data Analytics Course,8.453467542,,,,
A1712,Data Analytics Course,115,3952,$229.18,25,4,3.50%,"$1,440.00",2024-11-20,Hyderabad,Tablet,Online Data Analytic,6.283270792,,,,
A1713,Data Analytics Course,123,4208,$212.92,29,6,4.90%,"$1,184.00",2024-11-05,Hyderabad,Desktop,Learn Data Analytics,5.560774,,,,
A1714,Data Analytics Course,121,5517,$222.14,16,7,5.79%,"$1,682.00",2024-11-02,Hyderabad,Tablet,Learn Data Analytics,7.571801567,,,,
A1715,Data Analytics Course,126,5460,$210.83,24,10,7.90%,"$1,326.00",2024-11-14,Hyderabad,Tablet,Online Data Analytic,6.289427501,,,,
A1716,Data Analytics Course,110,3159,$197.92,26,10,9.10%,"$1,608.00",2024-11-18,Hyderabad,Mobile,Data Analytics Online,8.124494745,,,,
A1717,Data Analytics Course,190,5545,$223.96,13,7,3.70%,"$1,344.00",2024-11-14,Hyderabad,Tablet,Analytics For Data,6.00107162,,,,
A1718,Data Analytics Course,148,3668,$245.79,15,10,6.80%,"$1,718.00",2024-11-25,Hyderabad,Desktop,Data Analytics Course,6.98970666,,,,
A1719,Data Analytics Course,86,5663,$231.79,19,10,11.60%,"$1,547.00",2024-11-17,Hyderabad,Mobile,Data Analytics Training,6.6741447,,,,
A1720,Data Analytics Course,172,3123,$216.67,15,8.6,5.00%,"$1,759.00",2024-11-02,Hyderabad,Desktop,Online Data Analytic,8.118336641,,,,
A1721,Data Analytics Course,143,5638,$229.41,23,4,5.80%,"$1,398.00",2024-11-03,Hyderabad,Desktop,Online Data Analytic,6.09389303,,,,
A1722,Data Analytics Course,172,4436,$232.16,21,7,4.10%,"$1,050.00",2024-11-27,Hyderabad,Mobile,Learn Data Analytics,4.522742936,,,,
A1723,Data Analytics Course,138,5555,$188.55,14,8,5.80%,"$1,593.00",2024-11-24,Hyderabad,Desktop,Data Analytics Training,8.448687351,,,,
A1724,Data Analytics Course,132,4972,$248.45,25,9,6.82%,"$1,126.00",2024-11-19,Hyderabad,Tablet,Data Analytics Online,4.532099014,,,,
A1725,Data Analytics Course,174,3231,"$20,173.56",10,7,4.00%,"$1,128.00",2024-11-12,Hyderabad,Mobile,Data Analytics Course,0.05591477161,,,,
A1726,Data Analytics Course,154,3461,$235.36,18,4,2.60%,"$1,212.00",2024-11-18,Hyderabad,Tablet,Data Analytics Online,5.149558124,,,,
A1727,Data Analytics Course,126,3423,$236.21,25,9,7.10%,"$1,106.00",2024-11-20,Hyderabad,Tablet,Data Analytics Training,4.682274247,,,,
A1728,Data Analytics Course,138,4025,$220.96,21,7,5.10%,"$1,416.00",2024-11-24,Hyderabad,Tablet,Data Analytics Online,6.40839971,,,,
A1729,Data Analytics Course,193,3800,$199.76,27,9,4.70%,"$1,393.00",2024-11-17,Hyderabad,Mobile,Data Analytics Course,6.973368042,,,,
A1730,Data Analytics Course,156,5293,$210.43,26,6,3.80%,"$1,449.00",2024-11-28,Hyderabad,Tablet,Data Analytics Course,6.885900299,,,,
A1731,Data Analytics Course,142,3565,$180.39,26,5,3.50%,"$1,147.00",2024-11-01,Hyderabad,Tablet,Data Analytics Training,6.35844559,,,,
A1732,Data Analytics Course,92,4296,$239.12,11,10,10.87%,"$1,169.00",2024-11-02,Hyderabad,Tablet,Data Analytics Training,4.888758782,,,,
A1733,Data Analytics Course,190,3567,$249.26,0,7,5.70%,"$1,517.00",2024-11-26,Hyderabad,Desktop,Data Analytics Online,6.086014603,,,,
A1734,Data Analytics Course,134,4854,$198.93,21,8,6.00%,"$1,101.00",2024-11-03,Hyderabad,Desktop,Analytics For Data,5.534610164,,,,
A1735,Data Analytics Course,144,5453,$186.47,29,8,5.60%,"$1,437.00",2024-11-29,Hyderabad,Mobile,Data Analytics Course,7.706333458,,,,
A1736,Data Analytics Course,117,4630,$196.66,15,8,6.84%,"$1,361.00",2024-11-17,Hyderabad,Desktop,Online Data Analytic,6.920573579,,,,
A1737,Data Analytics Course,160,3448,$210.38,19,7,4.40%,"$1,705.00",2024-11-14,Hyderabad,Desktop,Data Analytics Course,8.104382546,,,,
A1738,Data Analytics Course,146,5297,$198.89,30,8,5.50%,"$2,000.00",2024-11-02,Hyderabad,Desktop,Data Analytics Training,10.05580974,,,,
A1739,Data Analytics Course,175,3818,$190.89,30,10,3.90%,"$1,088.00",2024-11-10,Hyderabad,Tablet,Data Analytics Online,5.699617581,,,,
A1740,Data Analytics Course,122,4791,$223.16,12,4,3.30%,"$1,246.00",2024-11-05,Hyderabad,Tablet,Learn Data Analytics,5.583437892,,,,
A1741,Data Analytics Course,85,3713,$225.74,23,5,4.70%,"$1,867.00",2024-11-24,Hyderabad,Tablet,Data Analytics Online,8.27057677,,,,
A1742,Data Analytics Course,167,3634,$202.75,30,10,6.00%,"$1,503.00",2024-11-23,Hyderabad,Desktop,Data Analytics Training,7.413070284,,,,
